City,Day,Date,Station Name,Use Case,Status,CPO,Manufacturer,MODEL,Voltage(V),Current(A),Power(kW),Start Method,Has_12A_24A,Start Time,Start SoC(%),End Time,End SoC(%),End Method,Test Result,Remark,Station_ID
成都,1.0,2026-03-09 00:00:00,中國石油,UC01_CC_DC_AC_Sessions,Normal Test,中國石油 金融中心站,深圳市科华恒盛科技有限公司,AC,220.0,32.0,,Scan QR Code,0.0,2026-03-09 17:23:19,51.0,2026-03-09 17:25:03,52.0,CID,Pass,,CD_unknown_cpo_006
成都,1.0,2026-03-09 00:00:00,高盛公馆充电站,UC01_CC_DC_AC_Sessions,Normal Test,小橘充電,陽光電源股份有限公司,DC,1000.0,250.0,120.0,Scan QR Code,0.0,2026-03-09 17:38:51,50.0,2026-03-09 17:43:53,54.0,LAT,Pass,CPO包含了滴滴充電,CD_unknown_cpo_007
成都,1.0,2026-03-09 00:00:00,无诤摩方购物中心充电站,UC01_CC_DC_AC_Sessions,Normal Test,小橘充電,深圳市盛弘電器,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-09 18:19:06,52.0,2026-03-09 18:22:45,58.0,LAT,Pass,滴滴充電 小橘 愉快充 快電 掃碼出來是雲快充,CD_unknown_cpo_008
成都,2.0,2026-03-10 00:00:00,道暢充充超級充電站(都江堰太陽島液冷超充站),UC01_CC_DC_AC_Sessions,Normal Test,道唱充充,四川沃轮电气制造有限公司,DC,1000.0,250.0,250.0,Scan QR Code,0.0,2026-03-10 12:12:39,30.0,2026-03-10 12:15:12,34.0,LAT,Pass,掃顯示器上的二維碼沒作用，需要掃裝上貼的二維碼才可以啟動,CD_daochangchongchong_001
成都,2.0,2026-03-10 00:00:00,小鵬超級充電站（都江堰）,UC01_CC_DC_AC_Sessions,Normal Test,萬淨極速充,万帮数字能源股份有限公司,DC,1000.0,250.0,180.0,Scan QR Code,1.0,2026-03-10 12:28:34,34.0,2026-03-10 12:30:16,34.0,CID,Pass,顯示器二維碼無法識別，掃描充電樁上的快充二維碼才能啟動,CD_unknown_cpo_009
成都,2.0,2026-03-10 00:00:00,小鵬超級充電站（都江堰）,UC01_CC_DC_AC_Sessions,Normal Test,小鵬,西安领充无限新能源科技有限公司,DC,1000.0,700.0,700.0,Scan QR Code,1.0,2026-03-10 12:38:10,34.0,2026-03-10 12:39:59,380.0,Target SOC,Pass,測試裝為 480kw,CD_unknown_cpo_010
成都,2.0,2026-03-10 00:00:00,小鵬超級充電站（都江堰）,UC01_CC_DC_AC_Sessions,Normal Test,小鵬,西安领充无限新能源科技有限公司,DC,1000.0,400.0,400.0,Scan QR Code,1.0,2026-03-10 12:42:48,38.0,2026-03-10 12:44:01,43.0,LAT,Pass,,CD_unknown_cpo_010
成都,2.0,2026-03-10 00:00:00,小鵬超級充電站（都江堰）,UC01_CC_DC_AC_Sessions,Normal Test,城頭能源,深圳市泳聯科技公司,DC,1000.0,250.0,60.0,Scan QR Code,1.0,2026-03-10 12:54:09,43.0,2026-03-10 12:56:46,45.0,LAT,Pass,實際輸出功率大於額定功率，CPO 蓉e充,CD_unknown_cpo_011
成都,2.0,2026-03-10 00:00:00,逸安啟超充站(成都龍湖金楠天街),UC01_CC_DC_AC_Sessions,Normal Test,Bmw,深圳英飛源技有限公司,DC,1000.0,600.0,600.0,Scan QR Code,1.0,2026-03-10 17:00:25,43.0,2026-03-10 17:05:44,60.0,APP,Pass,,CD_bmw_001
成都,2.0,2026-03-10 00:00:00,特斯拉(成都仁和新城城市展厅),UC01_CC_DC_AC_Sessions,Normal Test,Tesla,tesla,DC,720.0,789.0,106.0,Scan QR Code,1.0,2026-03-10 18:03:33,57.0,2026-03-10 18:04:57,60.0,CID,Pass,ＡＰＰ停止時 車端報錯，車輛提示充電發生錯誤,CD_tesla_001
成都,2.0,2026-03-10 00:00:00,億豐匯超級充電站,UC01_CC_DC_AC_Sessions,Normal Test,億匯充,萬邦數字科技,DC,1000.0,400.0,120.0,Scan QR Code,1.0,2026-03-10 18:27:01,60.0,2026-03-10 18:29:40,63.0,CID,Pass,,CD_unknown_cpo_012
成都,2.0,2026-03-10 00:00:00,武侯商程超充站,UC01_CC_DC_AC_Sessions,Normal Test,惠知電,重庆惠程未来智能电气有限公司,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-10 18:54:59,60.0,2026-03-10 18:56:51,61.0,LAT,Pass,,CD_unknown_cpo_013
成都,2.0,2026-03-10 00:00:00,港投中油高升桥充电站,UC01_CC_DC_AC_Sessions,Normal Test,公交新能源,四川沃轮电气制造有限公司,DC,1000.0,600.0,80.0,Scan QR Code,1.0,2026-03-10 19:30:24,60.0,2026-03-10 19:33:15,,Target SOC,Failed,,CD_gongjiao_001
成都,2.0,2026-03-10 00:00:00,港投中油高升桥充电站,UC01_CC_DC_AC_Sessions,Normal Test,公交新能源,四川沃轮电气制造有限公司,DC,,,,Scan QR Code,1.0,2026-03-10 19:35:54,60.0,2026-03-10 19:38:14,61.0,CID,Pass,掃描小吉充電開始，相片同上一條紀錄中,CD_gongjiao_001
成都,3.0,2026-03-11 00:00:00,云快充汽车充电站(银木佳苑充电站),UC01_CC_DC_AC_Sessions,Normal Test,雲快充,四川蔚守电气有限公司,DC,750.0,250.0,60.0,Scan QR Code,1.0,2026-03-11 10:43:00,51.0,2026-03-11 10:46:00,53.0,APP,Pass,,CD_unknown_cpo_014
成都,3.0,2026-03-11 00:00:00,百源智联充电站(成都市龙泉普洛斯),UC01_CC_DC_AC_Sessions,Normal Test,百源智联,四川蔚字电气有限责任公司,DC,750.0,200.0,120.0,Scan QR Code,1.0,2026-03-11 11:19:00,51.0,2026-03-11 11:23:00,53.0,APP,Pass,充電電流150A,CD_baiyuanzhilian_001
成都,3.0,2026-03-11 00:00:00,新电途汽车充电站(壹电蜀福卡充电站),UC01_CC_DC_AC_Sessions,Normal Test,新電徒,深圳科士达科技股份有限公司,DC,750.0,250.0,120.0,Scan QR Code,1.0,2026-03-11 12:31:00,44.0,2026-03-11 12:32:00,45.0,LAT,Pass,,CD_unknown_cpo_015
成都,3.0,2026-03-11 00:00:00,领充双流示范充电站,UC01_CC_DC_AC_Sessions,Normal Test,領充,领充新能源科技有限公司,DC,1000.0,120.0,120.0,Scan QR Code,1.0,2026-03-11 15:30:00,27.0,2026-03-11 15:33:00,,Target SOC,Pass,,CD_unknown_cpo_016
成都,3.0,2026-03-11 00:00:00,领充双流示范充电站,UC01_CC_DC_AC_Sessions,Normal Test,領充,领充新能源科技有限公司,DC,1000.0,120.0,120.0,Scan QR Code,1.0,2026-03-11 15:34:00,30.0,2026-03-11 15:37:00,35.0,LAT,Pass,第二種外型不同,CD_unknown_cpo_016
成都,3.0,2026-03-11 00:00:00,惠程科技汽车充电站(商程新能源武侯区水韵园),UC01_CC_DC_AC_Sessions,Normal Test,武侯商程,重庆惠程未来智能电气有限公司,DC,1000.0,250.0,250.0,Scan QR Code,1.0,,31.0,2026-03-11 16:06:00,35.0,APP,Pass,開始時間1604,CD_wuhoushangcheng_001
成都,3.0,2026-03-11 00:00:00,蜀道新能源汽车充电站(万贯商城充电站项目),UC01_CC_DC_AC_Sessions,Normal Test,蜀道新能源,深圳英飞源技术有限公司,DC,1000.0,500.0,500.0,Scan QR Code,1.0,2026-03-11 16:52:00,32.0,2026-03-11 16:55:00,35.0,APP,Pass,,CD_shudaoxinnengyuan_001
成都,3.0,2026-03-11 00:00:00,中电思极能充电站(盛世之都),UC01_CC_DC_AC_Sessions,Normal Test,殼牌,万帮数字能源股份有限公司,DC,1000.0,400.0,120.0,Scan QR Code,1.0,2026-03-11 17:27:00,32.0,2026-03-11 17:29:00,33.0,APP,Pass,需求電流大於輸出電流,CD_unknown_cpo_017
成都,3.0,2026-03-11 00:00:00,中电思极能充电站(盛世之都),UC01_CC_DC_AC_Sessions,Normal Test,星星充電,万帮数宇能源股份有限公司,DC,1000.0,250.0,250.0,Scan QR Code,0.0,2026-03-11 17:37:00,33.0,2026-03-11 17:41:00,35.0,LAT,Pass,實際功率180,CD_unknown_cpo_018
成都,3.0,2026-03-11 00:00:00,特瓦特汽车充电站(特瓦特高新宜家超充站),UC01_CC_DC_AC_Sessions,Station Inaccessible,,,,,,,,,,,,,,,設備維護無法使用,
成都,3.0,2026-03-11 00:00:00,昊柏充電站,UC01_CC_DC_AC_Sessions,Normal Test,昊柏,广州万城万充新能源科技有限公司,DC,1000.0,250.0,180.0,Scan QR Code,1.0,2026-03-11 19:03:00,31.0,2026-03-11 19:03:00,32.0,CID,Pass,,CD_haobai_001
成都,4.0,2026-03-11 00:00:00,极氪能源超级充电站(成都凯旋南城超充站),UC01_CC_DC_AC_Sessions,Normal Test,极氪,特來電,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-11 19:08:00,31.0,2026-03-11 19:08:00,32.0,LAT,Pass,,CD_jike_001
成都,4.0,2026-03-12 00:00:00,国家电网汽车充电站(四川省成都市高新区府城大道西段355号石羊充电站),UC01_CC_DC_AC_Sessions,Normal Test,國家電網,北京華商三優新能源科技有限公司,DC,1000.0,380.0,80.0,Scan QR Code,1.0,2026-03-12 10:39:00,24.0,2026-03-12 10:38:00,25.0,APP,Pass,,CD_unknown_cpo_019
成都,4.0,2026-03-12 00:00:00,太空充电汽车充电站(白羊座行星超能舱成都港汇天地),UC01_CC_DC_AC_Sessions,Normal Test,太空充電,成都新時代宇航科技有限公司,DC,750.0,250.0,360.0,Scan QR Code,1.0,2026-03-12 11:34:00,25.0,2026-03-12 11:37:00,29.0,LAT,Pass,,CD_unknown_cpo_020
成都,4.0,2026-03-12 00:00:00,蔚来能源超级充电站(成都麓湖海浪公园),UC01_CC_DC_AC_Sessions,Normal Test,Nio,武汉蔚来能源设备有限公司,DC,1000.0,250.0,200.0,Scan QR Code,1.0,2026-03-12 12:17:00,27.0,2026-03-12 12:19:00,28.0,APP,Pass,,CD_nio_001
成都,4.0,2026-03-12 00:00:00,南方电网汽车充电站(万纬成都天府物流园充电站),UC01_CC_DC_AC_Sessions,Normal Test,南方電網,南方电网电动汽车服务有限公司,DC,750.0,250.0,180.0,Scan QR Code,1.0,2026-03-12 12:57:00,24.0,2026-03-12 13:04:00,28.0,CID,Pass,,CD_unknown_cpo_021
成都,4.0,2026-03-12 00:00:00,中装天如(环球都汇充电站),UC01_CC_DC_AC_Sessions,Normal Test,中装天如,深圳市盛弘电气限份有限公司,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-12 14:35:00,11.0,2026-03-12 14:38:00,22.0,APP,Pass,,CD_zhongzhuangtianru_001
成都,4.0,2026-03-12 00:00:00,广汽能源汽车充电站(广汽昊铂成都旭辉广场超充站),UC01_CC_DC_AC_Sessions,Normal Test,開麥斯,萬邦數字能源股份有限公司,DC,1000.0,250.0,180.0,Scan QR Code,1.0,2026-03-12 15:40:00,21.0,2026-03-12 15:43:00,26.0,APP,Pass,,CD_unknown_cpo_022
成都,4.0,2026-03-12 00:00:00,成都招商大魔方充電站,UC01_CC_DC_AC_Sessions,Normal Test,嵐圖,斑图汽车料技股份有限公司,DC,1000.0,250.0,250.0,Scan QR Code,0.0,2026-03-12 18:05:00,17.0,2026-03-12 18:11:00,27.0,CID,Pass,終端輔能 有顯示12v但是不能切換,CD_unknown_cpo_023
成都,4.0,2026-03-12 00:00:00,成都招商大魔方充電站,UC01_CC_DC_AC_Sessions,Normal Test,蔚景雲,深圳市盛弘電氣製造有限公司,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-12 18:24:00,27.0,2026-03-12 18:24:00,28.0,Target SOC,Pass,少一個風扇選項,CD_unknown_cpo_024
成都,4.0,2026-03-12 00:00:00,大潤發理想超級充電站,UC01_CC_DC_AC_Sessions,Normal Test,車庫電裝,車庫七號新能源科技有限公司,DC,1000.0,160.0,120.0,Scan QR Code,1.0,2026-03-12 19:00:00,26.0,2026-03-12 19:15:00,27.0,CID,Pass,回頭補上,CD_unknown_cpo_025
成都,4.0,2026-03-12 00:00:00,大潤發理想超級充電站,UC01_CC_DC_AC_Sessions,Normal Test,理想,万帮数宇能源股份有限公司,DC,1000.0,400.0,400.0,Scan QR Code,1.0,2026-03-12 19:15:00,27.0,2026-03-12 19:17:00,28.0,APP,Pass,,CD_lixiang_001
成都,4.0,2026-03-12 00:00:00,大潤發理想超級充電站,UC01_CC_DC_AC_Sessions,Normal Test,廣汽能源,廣汽能源,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-12 19:20:00,28.0,2026-03-12 19:24:00,29.0,LAT,Pass, 廣汽lat,CD_unknown_cpo_026
成都,4.0,2026-03-13 00:00:00,驢充充充電站,UC01_CC_DC_AC_Sessions,Normal Test,驢充充,江西驴充充充电技术有限公司,DC,750.0,200.0,80.0,Scan QR Code,1.0,2026-03-13 11:08:00,18.0,2026-03-13 11:09:00,30.0,LAT,Pass,,CD_unknown_cpo_027
成都,5.0,2026-03-13 00:00:00,快鰻充電站,UC01_CC_DC_AC_Sessions,Normal Test,快鰻,領沖,DC,1000.0,200.0,60.0,Scan QR Code,1.0,2026-03-13 12:20:00,,2026-03-13 12:20:00,22.0,CID,Pass,,CD_unknown_cpo_028
成都,5.0,2026-03-13 00:00:00,特斯拉超級充電站,UC01_CC_DC_AC_Sessions,Normal Test,特斯拉,特斯拉,DC,,,,Scan QR Code,1.0,,,,,,Pass,電流會跳到六千多安,CD_tesla_002
成都,5.0,2026-03-13 00:00:00,眉山服務區汽車充電站,UC01_CC_DC_AC_Sessions,Normal Test,四川明星新能源,四川中環創聯,DC,1000.0,250.0,250.0,Scan QR Code,1.0,,10.0,2026-03-13 14:54:00,30.0,LAT,Pass,,CD_sichuanmingxing_001
成都,5.0,2026-03-13 00:00:00,衛萊電充電站,UC01_CC_DC_AC_Sessions,Normal Test,衛萊電,領充,DC,1000.0,250.0,80.0,Scan QR Code,0.0,2026-03-13 16:33:00,2.0,2026-03-13 16:33:00,14.0,Target SOC,Pass,,CD_unknown_cpo_029
成都,5.0,2026-03-14 00:00:00,逸安启超充站-成都仁和新城,UC01_CC_DC_AC_Sessions,Normal Test,逸安起,,,,,,Scan QR Code,1.0,,,,,,Pass,App提示百分之九十七停止 實際停止八分鐘九十六 充電完成後不提是綠燈 （充電完成）預計完成時間1244,CD_yianqi_001
重庆,1.0,2026-03-15 00:00:00,上海城紫微星超级充电站,UC01_CC_DC_AC_Sessions,Normal Test,紫微星科技,四川蔚宇電器,DC,380.0,250.0,80.0,Scan QR Code,1.0,2026-03-15 11:14:00,5.0,,20.0,Target SOC,Pass,直接掃描屏幕二維碼不能，輸入必須掃描星星充電二維碼。地圖顯示同為星系充電站,CQ_ziweixingkeji_001
重庆,1.0,2026-03-15 00:00:00,愉秒充九龙坡奥体金龙超充站,UC02_DC_eRoute_vWM,Normal Test,愉秒充,华为数字飽漂技本有限公司,DC,1000.0,380.0,380.0,Scan QR Code,1.0,2026-03-15 12:05:00,18.0,2026-03-15 12:07:00,21.0,LAT,Pass,L A T停止沒有反應鎖車解鎖之後LED工作,CQ_yumiaochong_001
重庆,1.0,2026-03-15 00:00:00,愉秒充九龙坡奥体金龙超充站,UC01_CC_DC_AC_Sessions,Normal Test,愉秒充,华为教字能源技术有限公司,DC,1000.0,600.0,600.0,Scan QR Code,0.0,2026-03-15 12:11:00,21.0,2026-03-15 12:15:00,29.0,CID,Pass,,CQ_yumiaochong_001
重庆,1.0,2026-03-15 00:00:00,易安充马王场超级充电站,UC01_CC_DC_AC_Sessions,Normal Test,易安電,厦门易安电新能源科技有限公司,DC,750.0,250.0,160.0,Scan QR Code,0.0,2026-03-15 12:35:00,30.0,2026-03-15 12:40:00,35.0,Target SOC,Pass,,CQ_unknown_cpo_001
重庆,1.0,2026-03-15 00:00:00,小可樂科技充電站,UC01_CC_DC_AC_Sessions,Normal Test,小可乐,珠海小司可乐科技有限公司,DC,1000.0,500.0,250.0,Scan QR Code,0.0,2026-03-15 13:13:00,33.0,2026-03-15 13:16:00,34.0,CID,Pass,,CQ_xiaokele_001
重庆,1.0,2026-03-15 00:00:00,吉智能源充電站,UC01_CC_DC_AC_Sessions,Normal Test,吉智能源,石家庄科林电气股份有限公司,DC,1000.0,270.0,180.0,Scan QR Code,1.0,2026-03-15 15:28:00,23.0,2026-03-15 15:29:00,24.0,Target SOC,Pass,QR Code使用新電途掃描,CQ_jizhi_001
重庆,1.0,2026-03-15 00:00:00,吉智能源充電站,UC01_CC_DC_AC_Sessions,Normal Test,吉智能源,石家庄科林电气股份有限公司,DC,1000.0,240.0,480.0,Scan QR Code,1.0,2026-03-15 15:32:00,24.0,2026-03-15 15:33:00,27.0,CID,Pass,,CQ_jizhi_001
重庆,1.0,2026-03-15 00:00:00,易安裝老廠充電站,UC01_CC_DC_AC_Sessions,Normal Test,易安裝,中盾电气（重庆）有限公司,DC,750.0,250.0,160.0,Scan QR Code,0.0,2026-03-15 16:25:00,24.0,2026-03-15 16:30:00,28.0,LAT,Pass,,CQ_unknown_cpo_002
重庆,1.0,2026-03-15 00:00:00,庫倫超級充電站,UC01_CC_DC_AC_Sessions,Normal Test,雲鯤新能源,深圳永聯科技,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-15 17:46:00,21.0,2026-03-15 17:51:00,27.0,CID,Pass,,CQ_unknown_cpo_003
重庆,1.0,2026-03-15 00:00:00,幸福千萬家,UC01_CC_DC_AC_Sessions,Normal Test,幸福千萬家,杭州極電電子科技有限公司,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-15 18:20:00,28.0,2026-03-15 18:40:00,30.0,Target SOC,Pass,,CQ_unknown_cpo_004
重庆,2.0,2026-03-16 00:00:00,特瓦特超级充电站(茶园),UC01_CC_DC_AC_Sessions,Normal Test,特瓦特,特瓦特,DC,1000.0,600.0,600.0,Scan QR Code,1.0,2026-03-16 11:00:00,,2026-03-16 11:05:00,,,Pass,,CQ_tewate_001
重庆,2.0,2026-03-16 00:00:00,帕克公源-美业路超级充电站,UC01_CC_DC_AC_Sessions,Normal Test,帕克公源,深圳英飞源技术有限公司,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-16 11:25:00,,2026-03-16 11:30:00,,,Pass,,CQ_pakegongyuan_001
重庆,2.0,2026-03-16 00:00:00,新电途汽车充电站(滨南时代I滨南股份站),UC01_CC_DC_AC_Sessions,Normal Test,滨南时代,成都豐泰電器有限公司,DC,1000.0,360.0,360.0,Scan QR Code,1.0,2026-03-16 11:35:00,,2026-03-16 11:40:00,,,Pass,,CQ_binnanshidai_001
重庆,2.0,2026-03-16 00:00:00,小飞象重庆市渝北区华宇御临府五期充电站,UC01_CC_DC_AC_Sessions,Normal Test,雷曼,杭州小鶴科技有限公司,AC,220.0,32.0,7.0,Scan QR Code,0.0,2026-03-16 12:20:00,,2026-03-16 12:25:00,,,Pass,,CQ_leiman_001
重庆,2.0,2026-03-16 00:00:00,小飞象重庆市渝北区华宇御临府五期充电站,UC01_CC_DC_AC_Sessions,Normal Test,閃開,陽光股份有限公司,AC,220.0,32.0,7.0,Scan QR Code,0.0,2026-03-16 12:20:00,,2026-03-16 12:25:00,,,Pass,,CQ_unknown_cpo_005
重庆,2.0,2026-03-16 00:00:00,小飞象重庆市渝北区华宇御临府五期充电站,UC01_CC_DC_AC_Sessions,Normal Test,藍鯉,深圳驛普樂氏科技有限公司,AC,220.0,32.0,7.0,Scan QR Code,0.0,2026-03-16 12:25:00,,2026-03-16 12:30:00,,,Pass,,CQ_unknown_cpo_006
重庆,2.0,2026-03-16 00:00:00,小飞象重庆市渝北区华宇御临府五期充电站,UC01_CC_DC_AC_Sessions,Normal Test,小飛象,嘉興智行物聯網技術有限公司,AC,220.0,32.0,7.0,Scan QR Code,0.0,2026-03-16 12:30:00,,2026-03-16 12:35:00,,,Pass,,CQ_unknown_cpo_007
重庆,2.0,2026-03-16 00:00:00,朗新能源投资有限公司充电站(金色阳光充电站),UC01_CC_DC_AC_Sessions,Normal Test,小朗新能源,朗新新能源科技有限公司,AC,220.0,32.0,7.0,Scan QR Code,0.0,2026-03-16 12:40:00,,2026-03-16 12:45:00,,,Pass,,CQ_xiaolang_001
重庆,2.0,2026-03-16 00:00:00,岳华新能源汽车充电站(汇祥好莱坞站),UC01_CC_DC_AC_Sessions,Normal Test,岳华新能源,四川英傑新能源有限公司,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-16 14:30:00,,2026-03-16 14:35:00,,,Pass,,CQ_yuehua_001
重庆,2.0,2026-03-16 00:00:00,驿满充电汽车充电站(驿满开泰路公交),UC01_CC_DC_AC_Sessions,Normal Test,驿满充电,青島特來電新能源科技有限公司,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-16 14:45:00,,2026-03-16 14:55:00,,,Pass,,CQ_yimanchongdian_001
重庆,2.0,2026-03-16 00:00:00,渝快充汽车充电站(江北五里店站),UC01_CC_DC_AC_Sessions,Normal Test,渝快充,浙江萬馬新能源有限公司,DC,500.0,290.0,180.0,Scan QR Code,1.0,2026-03-16 15:05:00,,2026-03-16 15:15:00,,,Pass,,CQ_yukuaichong_001
重庆,2.0,2026-03-16 00:00:00,润诚达汽车充电站(润宝三狼国际站),UC01_CC_DC_AC_Sessions,Normal Test,潤成達,深圳市潤誠達電力科技有限公司,DC,1000.0,250.0,120.0,Scan QR Code,1.0,2026-03-16 15:30:00,,2026-03-16 15:35:00,,,Pass,,CQ_unknown_cpo_008
重庆,2.0,2026-03-16 00:00:00,小马爱冲充电站,UC01_CC_DC_AC_Sessions,Normal Test,小馬愛充,廣州鋭速智能科技股份有限公司,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-16 14:30:00,,2026-03-16 14:30:00,,,Pass,,CQ_unknown_cpo_009
重庆,3.0,2026-03-17 00:00:00,润来电超级充电站(重庆盛汇广场充电站),UC01_CC_DC_AC_Sessions,Normal Test,潤小電,杭州世創電子科技有限公司,DC,1000.0,250.0,250.0,Scan QR Code,0.0,2026-03-17 11:08:40,2.0,2026-03-17 11:10:12,8.0,LAT,Pass,,CQ_unknown_cpo_010
成都,3.0,2026-03-17 00:00:00,比亚迪闪充汽车充电站(领汇重庆众迈4S店),UC01_CC_DC_AC_Sessions,Normal Test,比亞迪,比亞迪,DC,1000.0,1000.0,1000.0,Scan QR Code,0.0,,2.0,,37.0,Target SOC,Pass,,CD_unknown_cpo_030
成都,3.0,2026-03-17 00:00:00,重庆能投云杉智慧双龙路充电站,UC01_CC_DC_AC_Sessions,Normal Test,重慶能源,雲衫科技,DC,650.0,500.0,,Scan QR Code,1.0,2026-03-17 12:18:48,37.0,2026-03-17 12:18:48,39.0,CID,Pass,,CD_unknown_cpo_031
重庆,3.0,2026-03-17 00:00:00,易佳電充電站,UC01_CC_DC_AC_Sessions,Normal Test,華之耀,广安鑫光新能源科技开发有限公司,DC,1000.0,250.0,160.0,Scan QR Code,1.0,2026-03-17 14:42:12,34.0,2026-03-17 14:42:46,36.0,CID,Pass,該站為充電樁 首次啟動失敗 充電模塊異常 ,CQ_unknown_cpo_011
成都,3.0,2026-03-17 00:00:00,迅電充電站,UC01_CC_DC_AC_Sessions,Normal Test,迅電,深圳永聯科技,DC,1000.0,500.0,160.0,Scan QR Code,1.0,2026-03-17 15:54:35,24.0,2026-03-17 15:54:40,32.0,LAT,Pass,,CD_unknown_cpo_032
重庆,3.0,2026-03-17 00:00:00,智道充電站,UC01_CC_DC_AC_Sessions,Station Inaccessible,智道,,,,,,,,,,,,,,停車場無法進入,CQ_zhidao_001
重庆,3.0,2026-03-17 00:00:00,一碼充電,UC01_CC_DC_AC_Sessions,Normal Test,一碼,,AC,220.0,32.0,7.0,Scan QR Code,0.0,2026-03-17 16:24:27,38.0,2026-03-17 16:28:20,38.0,CID,Pass,,CQ_unknown_cpo_012
贵阳,1.0,2026-03-18 00:00:00,中国石化超级充电站(綦江赶水停车区超充站重庆捷充),UC01_CC_DC_AC_Sessions,Normal Test,倢電充,貴州鴻蒙,DC,750.0,300.0,360.0,Scan QR Code,0.0,2026-03-18 14:44:33,16.0,2026-03-18 14:46:53,21.0,APP,Pass,,GY_unknown_cpo_001
贵阳,1.0,2026-03-18 00:00:00,贵州高速超级充电站(桐梓服务区海口方向充电站·华为超充技术支持),UC01_CC_DC_AC_Sessions,Normal Test,倢電充,貴州鴻蒙,DC,750.0,300.0,360.0,Scan QR Code,0.0,2026-03-18 14:44:33,16.0,2026-03-18 14:46:53,21.0,APP,Pass,,GY_unknown_cpo_002
贵阳,1.0,2026-03-18 00:00:00,聚合快充腾龙湾汽车充电站,UC01_CC_DC_AC_Sessions,Normal Test,聚合快充,深圳聚合快充,DC,,,,Scan QR Code,0.0,2026-03-18 17:59:31,29.0,2026-03-18 17:59:35,32.0,LAT,Pass,,GY_juhekuaichong_001
贵阳,1.0,2026-03-18 00:00:00,户户充汽车充电站(贵阳壹号新能源充电站),UC01_CC_DC_AC_Sessions,Normal Test,戶戶充,,AC,220.0,32.0,7.0,Scan QR Code,0.0,2026-03-18 18:10:31,24.0,2026-03-18 18:20:31,24.0,LAT,Pass,,GY_unknown_cpo_003
贵阳,1.0,2026-03-18 00:00:00,云谷向黔充汽车充电站(天田智慧产业园慢充),UC01_CC_DC_AC_Sessions,Normal Test,云谷向黔,深圳巴斯巴,DC,750.0,250.0,120.0,Scan QR Code,1.0,2026-03-18 18:43:13,23.0,2026-03-18 18:43:16,24.0,CID,Pass,,GY_yunguxiangqian_001
